MLSNum,HouseStatus,StatusChangeTimestamp,PropType,ListPrice,ClosePrice,Address,City,Acres,SqFtTotal,SqFtEstHeatedAboveGrade,StyleorRentType,RoomsTotal,BedsTotal,Bathrooms,GaragePark,YearBuilt,DaysonMarket,AgentID,listingagent,PhoneNumber,Email,Year,Year_Month,Day_of_Week
170529278,CLSD,2023-01-02,SF,286500,303500.0,56 Homecrest Dr,Berlin,0.27,1499,1499,Cape Cod,6,3,1.5, Car/Paved,1951,4,53,Michael DiBenigno,2035570261,michaeldibenigno@example.com,2023,2023-01,Monday
170478441,CLSD,2022-05-02,SF,399900,430000.0,66 Blue Ridge Rd,Berlin,0.69,2028,2028,Colonial,8,3,1.5,"2 Car/Attached Garage, Paved",1966,2,54,MJ Agostini,2030752802,mjagostini@example.com,2022,2022-05,Monday
170479348,CLSD,2022-08-09,SF,356250,335000.0,151 Spruce Brook Rd,Berlin,0.96,1496,1496,Ranch,7,3,2.0,3 Car/Attached Garage,1994,79,54,MJ Agostini,2030752802,mjagostini@example.com,2022,2022-08,Tuesday
170480293,CLSD,2022-05-24,SF,225000,270000.0,95 Robindale Dr,New Britain,0.48,1371,1371,Cape Cod,6,3,1.5,1 Car/Attached Garage,1958,5,54,MJ Agostini,2030752802,mjagostini@example.com,2022,2022-05,Tuesday
170508568,CLSD,2022-08-23,SF,372500,392000.0,73 Griswold Dr,Berlin,0.36,1824,1824,Colonial,6,3,1.5,2 Car/Attached Garage,1971,3,54,MJ Agostini,2030752802,mjagostini@example.com,2022,2022-08,Tuesday
170518886,CLSD,2022-10-13,SF,295000,325000.0,589 Percival Ave,Berlin,0.46,1593,1593,Cape Cod,6,3,2.0,2 Car/Attached Garage,1957,2,54,MJ Agostini,2030752802,mjagostini@example.com,2022,2022-10,Thursday
170523440,CLSD,2022-10-12,SF,349900,365900.0,46 Hickory Hill Rd,Berlin,0.34,2088,1360,Ranch,6,3,2.0,1 Car/Under House Garage,1959,2,54,MJ Agostini,2030752802,mjagostini@example.com,2022,2022-10,Wednesday
170532705,CLSD,2022-12-22,SF,285500,307000.0,16 Copper Beach Ct,Berlin,0.42,1298,1298,Ranch,6,3,2.0,2 Car/Under House Garage,1976,3,54,MJ Agostini,2030752802,mjagostini@example.com,2022,2022-12,Thursday
170469606,CLSD,2022-05-20,SF,318000,315000.0,26 Upson Ave,Berlin,0.17,1642,1082,Ranch,4,3,2.0," Car/Paved, Off Street Parking",1978,84,55,Richard Tirado,2031816466,richardtirado@example.com,2022,2022-05,Friday
170495855,CLSD,2022-07-22,SF,325000,320000.0,39 Fairview Dr,Berlin,0.35,1256,1256,Ranch,5,3,1.5,"1 Car/Attached Garage, Off Street Parking",1958,7,56,Andrew Koczon,2038772388,andrewkoczon@example.com,2022,2022-07,Friday
170515254,CLSD,2022-09-30,SF,315000,297000.0,168 Jerry Rd,East Hartford,0.2,1808,1196,Raised Ranch,5,3,1.5,"1 Car/Under House Garage, On Street Parking, Off Street Parking",1967,3,56,Andrew Koczon,2038772388,andrewkoczon@example.com,2022,2022-09,Friday
170546165,CLSD,2023-02-28,SF,269900,267800.0,24 Pleasant St,East Windsor,0.18,1583,1583,Colonial,7,3,1.5,"2 Car/Detached Garage, Paved, Driveway",1920,1,56,Andrew Koczon,2038772388,andrewkoczon@example.com,2023,2023-02,Tuesday
170528387,CLSD,2022-12-31,SF,375000,325000.0,11 Laurel Dr,Berlin,0.45,2398,1622,Ranch,7,3,2.0,2 Car/Attached Garage,1969,13,57,Ella Ellis,2038322058,ellaellis@example.com,2022,2022-12,Saturday
170514108,CLSD,2023-02-02,SF,335000,325000.0,8 Skyview Dr,Berlin,0.61,1464,1464,Ranch,6,3,1.5,2 Car/Attached Garage,1956,173,58,Joe M Coelho,4756921930,joemcoelho@example.com,2023,2023-02,Thursday
170492130,CLSD,2022-07-05,SF,325000,325000.0,63 Garden Dr,Berlin,0.35,1770,1470,Colonial,6,3,1.5,"2 Car/Tandem, Attached Garage",1965,46,59,Julia Cordos,8607744276,juliacordos@example.com,2022,2022-07,Tuesday
170492897,CLSD,2022-08-01,SF,329900,335000.0,34 Fawn Dr,Berlin,0.5,1886,1886,Raised Ranch,7,3,1.5,2 Car/Attached Garage,1972,55,60,Angie Santoro,4753281515,angiesantoro@example.com,2022,2022-08,Monday
170518785,CLSD,2022-10-25,SF,399900,405000.0,64 Michael Ln,Newington,0.25,2133,2133,Split Level,7,3,2.0,1 Car/Attached Garage,1954,43,60,Angie Santoro,4753281515,angiesantoro@example.com,2022,2022-10,Tuesday
170481429,CLSD,2022-06-08,SF,335000,335000.0,60 Kenwood St,Berlin,0.38,2043,1326,Split Level,6,3,2.0,1 Car/Attached Garage,1955,4,61,Hillary L Calhoun,2039755590,hillarylcalhoun@example.com,2022,2022-06,Wednesday
170459063,CLSD,2022-04-08,SF,329000,338000.0,38 Brandegee Ln,Berlin,0.31,2641,2641,Cape Cod,8,3,1.5,2 Car/Tandem,1945,9,62,Cindy Wagner,2035558573,cindywagner@example.com,2022,2022-04,Friday
170483339,CLSD,2022-06-15,SF,349900,355000.0,136 Juniper Ln,Berlin,0.38,2950,1825,Ranch,7,3,2.0,2 Car/Attached Garage,1956,15,62,Cindy Wagner,2035558573,cindywagner@example.com,2022,2022-06,Wednesday
170468248,CLSD,2022-04-10,SF,353900,340000.0,58 Lamplight Dr,Berlin,0.67,1642,1642,Colonial,6,3,1.5,2 Car/Attached Garage,1966,38,63,Sheila M Rittman,2038318372,sheilamrittman@example.com,2022,2022-04,Sunday
170489203,CLSD,2022-10-05,SF,459900,440000.0,236 West Ln,Berlin,0.36,1600,1600,Ranch,5,3,2.0,2 Car/Attached Garage,2022,116,63,Sheila M Rittman,2038318372,sheilamrittman@example.com,2022,2022-10,Wednesday
170502138,CLSD,2022-08-24,SF,319900,300000.0,81 Hickory Hill Rd,New Britain,0.51,1952,1952,Cape Cod,8,3,2.0,2 Car/Attached Garage,1955,27,63,Sheila M Rittman,2038318372,sheilamrittman@example.com,2022,2022-08,Wednesday
170480791,CLSD,2022-05-27,SF,264900,295000.0,5 Shepard Ln,Plainville,0.35,2022,1222,Ranch,5,3,1.5,1 Car/Attached Garage,1972,2,64,Rebecca A Davis,8609818751,rebeccaadavis@example.com,2022,2022-05,Friday
170493336,CLSD,2022-08-31,SF,365000,345000.0,728 Lower Ln,Berlin,0.37,2064,1338,Split Level,7,3,2.0,1 Car/Under House Garage,1956,55,64,Rebecca A Davis,8609818751,rebeccaadavis@example.com,2022,2022-08,Wednesday
170465761,CLSD,2022-03-30,SF,345000,345000.0,34 Ellwood Rd,Berlin,0.5,1757,1757,Ranch,7,3,1.5,2 Car/Attached Garage,1955,3,65,Steven J Wollman,8606165418,stevenjwollman@example.com,2022,2022-03,Wednesday
170509212,CLSD,2022-08-31,SF,199900,238000.0,28 Colt St,New Britain,0.21,1312,1312,"Cape Cod, Colonial",6,3,1.5," Car/Unpaved, Driveway, Off Street Parking",1922,5,66,Jeffrey Palumbo,9597574195,jeffreypalumbo@example.com,2022,2022-08,Wednesday
170532422,CLSD,2022-12-15,SF,329900,346000.0,63 Boyer St,Berlin,0.28,2062,1612,Ranch,5,3,2.0,1 Car/Attached Garage,1968,7,66,Jeffrey Palumbo,9597574195,jeffreypalumbo@example.com,2022,2022-12,Thursday
170476412,CLSD,2022-05-22,SF,335000,350000.0,1863 Chamberlain Hwy,Berlin,0.69,1630,1630,Cape Cod,7,3,1.5,2 Car/Attached Garage,1963,1,67,Cathy Poehler,9594689731,cathypoehler@example.com,2022,2022-05,Sunday
170512896,CLSD,2022-09-30,SF,314900,340000.0,37 Magnolia Dr,East Hartford,0.35,2123,1623,Colonial,6,3,1.5,2 Car/Attached Garage,1961,4,68,Susan P Hermanson,8600342099,susanphermanson@example.com,2022,2022-09,Friday
170535782,CLSD,2022-12-19,SF,349900,352000.0,33 Parish Dr,Berlin,0.27,2436,1380,Raised Ranch,6,3,2.0,"1 Car/Attached Garage, Under House Garage",1984,7,68,Susan P Hermanson,8600342099,susanphermanson@example.com,2022,2022-12,Monday
170472174,CLSD,2022-04-29,SF,369900,360000.0,18 Kramer Dr,Berlin,0.47,1711,1711,Colonial,7,3,1.5,2 Car/Detached Garage,1975,4,69,Roberta B Kramer,8603974159,robertabkramer@example.com,2022,2022-04,Friday
170484219,CLSD,2022-06-21,SF,349900,375000.0,150 Butternut Ln,Berlin,0.35,2657,1625,Cape Cod,6,3,2.0,2 Car/Attached Garage,1960,55,70,Derek E Jutras,4759406709,derekejutras@example.com,2022,2022-06,Tuesday
170505219,CLSD,2022-08-15,SF,289900,289000.0,30 Hillside St,Newington,0.14,1550,1550,"Cape Cod, Bungalow",6,3,1.5,1 Car/Detached Garage,1923,34,70,Derek E Jutras,4759406709,derekejutras@example.com,2022,2022-08,Monday
170529793,CLSD,2023-01-30,SF,269900,281000.0,13 Pebble Dr,Newington,0.09,1550,1550,"Colonial, Half Duplex",7,3,1.5,1 Car/Attached Garage,1979,84,70,Derek E Jutras,4759406709,derekejutras@example.com,2023,2023-01,Monday
170465676,CLSD,2022-03-31,SF,349900,379900.0,150 Crater Ln,Berlin,0.45,1863,1139,Ranch,5,3,2.0,1 Car/Attached Garage,1956,4,71,Susan Queno,2039044028,susanqueno@example.com,2022,2022-03,Thursday
170471762,CLSD,2022-04-02,SF,269900,300000.0,91 Cheney Ln,East Hartford,0.35,2131,1931,Colonial,8,3,1.5,1 Car/Under House Garage,1964,5,71,Susan Queno,2039044028,susanqueno@example.com,2022,2022-04,Saturday
170521909,CLSD,2022-10-27,SF,399999,395000.0,460 Savage Hill Rd,Berlin,0.4,2101,2101,Cape Cod,7,3,2.0,2 Car/Attached Garage,1955,24,72,The Robin Morrell Team,2031078542,therobinmorrellteam@example.com,2022,2022-10,Thursday
170477504,CLSD,2022-06-27,SF,399900,400000.0,95 Valley Dr,Berlin,0.35,2206,1810,Colonial,7,3,1.5,2 Car/Attached Garage,1974,3,73,Joe R Snell,2035082851,joersnell@example.com,2022,2022-06,Monday
170483437,CLSD,2022-06-08,SF,309900,325000.0,93 E. Weatogue St,Simsbury,0.54,1525,1525,Cape Cod,6,3,2.0,"2 Car/Attached Garage, Under House Garage",1952,5,73,Joe R Snell,2035082851,joersnell@example.com,2022,2022-06,Wednesday
170518853,CLSD,2022-11-01,SF,239900,247701.0,15 Wakeley Rd,Newington,0.26,1228,1228,Cape Cod,6,3,2.0,1 Car/Attached Garage,1950,11,73,Joe R Snell,2035082851,joersnell@example.com,2022,2022-11,Tuesday
170518855,CLSD,2022-11-01,SF,309900,309900.0,69 Columbia Dr,Manchester,0.28,1560,1560,Colonial,7,3,2.0, Car/Paved,1994,25,73,Joe R Snell,2035082851,joersnell@example.com,2022,2022-11,Tuesday
170522952,CLSD,2022-11-18,SF,229900,260000.0,21 Jefferson St,Farmington,0.11,1300,816,Raised Ranch,4,3,2.0,1 Car/Attached Garage,1980,9,74,Ryan D Smith,8608756012,ryandsmith@example.com,2022,2022-11,Friday
170525038,CLSD,2022-11-01,SF,379900,405500.0,190 Ellwood Rd,Berlin,0.45,1891,1891,Cape Cod,7,3,1.5,2 Car/Attached Garage,1951,4,74,Ryan D Smith,8608756012,ryandsmith@example.com,2022,2022-11,Tuesday
170545712,CLSD,2023-03-03,SF,299900,310000.0,32 Kenlock St,Newington,0.17,1381,1381,Cape Cod,7,3,2.0, Car/Off Street Parking,1952,4,74,Ryan D Smith,8608756012,ryandsmith@example.com,2023,2023-03,Friday
170459041,CLSD,2022-03-23,SF,339000,375000.0,2 Hall Hill Rd,Portland,0.39,1560,1560,Ranch,5,3,2.0,2 Car/Attached Garage,2010,3,75,Kevin D Rockoff,4752982503,kevindrockoff@example.com,2022,2022-03,Wednesday
170466639,CLSD,2022-04-01,SF,399000,420000.0,110 Chamberlain Hwy,Berlin,0.52,2162,2162,Split Level,6,3,2.0,2 Car/Attached Garage,1990,6,75,Kevin D Rockoff,4752982503,kevindrockoff@example.com,2022,2022-04,Friday
170475732,CLSD,2022-05-10,SF,249000,260000.0,190 Henry St,Manchester,0.3,1720,1120,Ranch,5,3,1.5,1 Car/Detached Garage,1955,5,75,Kevin D Rockoff,4752982503,kevindrockoff@example.com,2022,2022-05,Tuesday
170489087,CLSD,2022-08-01,SF,379000,385000.0,18 Hillcrest Rd,Manchester,0.41,2168,1968,Colonial,6,3,1.5,2 Car/Attached Garage,1954,5,75,Kevin D Rockoff,4752982503,kevindrockoff@example.com,2022,2022-08,Monday
170503530,CLSD,2022-08-12,SF,390000,421000.0,8 Casner Dr,Berlin,0.38,1860,1860,"Colonial, Contemporary",7,3,2.0,2 Car/Attached Garage,1986,7,76,Daniel L Stocker,9592420626,daniellstocker@example.com,2022,2022-08,Friday
170479265,CLSD,2022-07-05,SF,314900,305000.0,105 Aspen Dr,Middletown,0.52,1611,1611,Colonial,7,3,1.5,2 Car/Attached Garage,1967,73,77,Iconn Team at Keller Williams Legacy Partners,9592502367,iconnteamatkellerwilliamslegacypartners@example.com,2022,2022-07,Tuesday
170482225,CLSD,2022-05-27,SF,425000,495000.0,673 Fern St,West Hartford,0.36,2982,2024,Ranch,6,3,2.0,2 Car/Attached Garage,1949,3,77,Iconn Team at Keller Williams Legacy Partners,9592502367,iconnteamatkellerwilliamslegacypartners@example.com,2022,2022-05,Friday
170493819,CLSD,2022-06-28,SF,349000,377000.0,51 Windmill Ln,Newington,0.46,2164,1300,Raised Ranch,6,3,2.0,2 Car/Under House Garage,1963,4,77,Iconn Team at Keller Williams Legacy Partners,9592502367,iconnteamatkellerwilliamslegacypartners@example.com,2022,2022-06,Tuesday
170517570,CLSD,2022-09-27,SF,429900,479900.0,20 Red Barn Ct,Berlin,0.38,2016,2016,Ranch,7,3,2.0,2 Car/Attached Garage,1999,5,77,Iconn Team at Keller Williams Legacy Partners,9592502367,iconnteamatkellerwilliamslegacypartners@example.com,2022,2022-09,Tuesday
170501613,CLSD,2022-08-04,SF,239000,250000.0,6 Preston St,East Hartford,0.19,1376,1376,Cape Cod,6,3,2.0,1 Car/Attached Garage,1967,42,79,Angela Espinoza,8603363427,angelaespinoza@example.com,2022,2022-08,Thursday
170503795,CLSD,2022-08-21,SF,299900,299900.0,487 Simsbury Rd,Bloomfield,1.07,2013,2013,Cape Cod,8,3,2.0,2 Car/Attached Garage,1954,11,82,Ed L Williams,2038494019,edlwilliams@example.com,2022,2022-08,Sunday
170507267,CLSD,2022-10-02,SF,143900,140000.0,209 Main St,East Hartford,0.18,1730,1730,Other,7,3,1.5, Car/Other,1900,82,82,Ed L Williams,2038494019,edlwilliams@example.com,2022,2022-10,Sunday
170526165,CLSD,2023-01-12,SF,269900,290000.0,5 Bittersweet Dr,East Hartford,0.4,1654,1194,Raised Ranch,6,3,1.5,2 Car/Attached Garage,1978,42,82,Ed L Williams,2038494019,edlwilliams@example.com,2023,2023-01,Thursday
170535971,CLSD,2023-03-18,SF,349500,330000.0,116 Judy Ln,South Windsor,0.45,1574,1174,Split Level,6,3,1.5,2 Car/Detached Garage,1961,50,82,Ed L Williams,2038494019,edlwilliams@example.com,2023,2023-03,Saturday
170471984,CLSD,2022-04-30,SF,199900,210000.0,34 Grande Ave,Windsor,0.36,1746,1288,Split Level,6,3,2.0,1 Car/Under House Garage,1956,4,83,Elaine Abouakar,9594418809,elaineabouakar@example.com,2022,2022-04,Saturday
170504030,CLSD,2022-07-23,SF,329900,353000.0,191 McGrath Rd,South Windsor,0.45,2084,1184,Ranch,7,3,2.0,1 Car/Attached Garage,1963,5,83,Elaine Abouakar,9594418809,elaineabouakar@example.com,2022,2022-07,Saturday
170471047,CLSD,2022-05-27,SF,310000,353000.0,190 Mohawk Dr,West Hartford,0.4,1772,1772,Colonial,7,3,1.5,"1 Car/Attached Garage, Paved",1951,5,85,Marshall + OstopTeam at William Raveis Real Estate,8606131020,marshall+ostopteamatwilliamraveisrealestate@example.com,2022,2022-05,Friday
170471468,CLSD,2022-05-08,SF,425000,500000.0,79 Knob Hill Rd,Glastonbury,0.84,1800,1200,Ranch,5,3,1.5,2 Car/Attached Garage,1950,2,85,Marshall + OstopTeam at William Raveis Real Estate,8606131020,marshall+ostopteamatwilliamraveisrealestate@example.com,2022,2022-05,Sunday
170479731,CLSD,2022-07-07,SF,365000,420000.0,76 Hyde Rd,West Hartford,0.32,1519,1519,Colonial,6,3,1.5,1 Car/Attached Garage,1959,4,85,Marshall + OstopTeam at William Raveis Real Estate,8606131020,marshall+ostopteamatwilliamraveisrealestate@example.com,2022,2022-07,Thursday
170486983,CLSD,2022-07-07,SF,300000,316000.0,12 Seymour Ave,West Hartford,0.16,1224,1224,Colonial,7,3,1.5,1 Car/Detached Garage,1927,5,85,Marshall + OstopTeam at William Raveis Real Estate,8606131020,marshall+ostopteamatwilliamraveisrealestate@example.com,2022,2022-07,Thursday
170504798,CLSD,2022-09-07,SF,390000,405000.0,9 Pelham Rd,West Hartford,0.18,1560,1560,Colonial,7,3,1.5,2 Car/Detached Garage,1928,7,85,Marshall + OstopTeam at William Raveis Real Estate,8606131020,marshall+ostopteamatwilliamraveisrealestate@example.com,2022,2022-09,Wednesday
170519797,CLSD,2022-10-08,SF,355000,380000.0,32 Robin Rd,Farmington,0.49,1399,1399,"Ranch, Split Level",6,3,1.5,2 Car/Attached Garage,1957,3,85,Marshall + OstopTeam at William Raveis Real Estate,8606131020,marshall+ostopteamatwilliamraveisrealestate@example.com,2022,2022-10,Saturday
170530639,CLSD,2022-12-07,SF,350000,350000.0,1330 New Britain Ave,West Hartford,0.32,1634,1634,Colonial,7,3,1.5, Car/Driveway,1925,26,85,Marshall + OstopTeam at William Raveis Real Estate,8606131020,marshall+ostopteamatwilliamraveisrealestate@example.com,2022,2022-12,Wednesday
170446438,CLSD,2022-06-22,SF,125100,134925.0,30 Banfield Ln,Bloomfield,0.23,1100,1100,Ranch,6,3,1.5,1 Car/Attached Garage,1963,9,86,Sherry Price,2037341080,sherryprice@example.com,2022,2022-06,Wednesday
170460148,CLSD,2022-04-07,SF,127200,136500.0,198 Burnham St,Hartford,0.13,1584,1584,Colonial,6,3,1.5, Car/Other,1928,21,86,Sherry Price,2037341080,sherryprice@example.com,2022,2022-04,Thursday
170455239,CLSD,2022-03-31,SF,170000,167000.0,9 Sandra Dr,Bloomfield,0.25,1282,650,Raised Ranch,5,3,2.0,2 Car/Carport,1982,72,87,Gregory Clancy,2031993540,gregoryclancy@example.com,2022,2022-03,Thursday
170526102,CLSD,2022-11-24,SF,150000,175000.0,65 Rescue Ln,Bloomfield,1.87,1536,1536,Split Level,6,3,2.0, Car/Other,1982,25,88,Ron Vliet,9591055497,ronvliet@example.com,2022,2022-11,Thursday
170486665,CLSD,2022-07-21,SF,189900,175000.0,41 Brookdale Ave,Bloomfield,0.09,1102,1102,Colonial,8,3,2.0,1 Car/Detached Garage,1910,46,89,Amaryllis Morales,9591974698,amaryllismorales@example.com,2022,2022-07,Thursday
170542049,CLSD,2023-03-14,SF,219000,220000.0,219 Goodrich St,Hartford,0.14,1039,1039,Ranch,5,3,1.5," Car/Driveway, Off Street Parking",1950,46,89,Amaryllis Morales,9591974698,amaryllismorales@example.com,2023,2023-03,Tuesday
170468588,CLSD,2022-04-01,SF,245000,277000.0,198 Hackmatack St,Manchester,0.48,1729,1229,Cape Cod,10,3,1.5, Car/Unpaved,1948,4,90,Brooke Team,9594370441,brooketeam@example.com,2022,2022-04,Friday
170470086,CLSD,2022-06-21,SF,335000,335000.0,107 West Rd,Marlborough,0.86,1400,1400,Split Level,7,3,2.0,"1 Car/Attached Garage, Under House Garage",2014,38,90,Brooke Team,9594370441,brooketeam@example.com,2022,2022-06,Tuesday
170472166,CLSD,2022-05-20,SF,209000,225000.0,14 Deepwood Dr,Manchester,0.17,1319,1319,Cape Cod,6,3,1.5,2 Car/Detached Garage,1942,16,90,Brooke Team,9594370441,brooketeam@example.com,2022,2022-05,Friday
170477296,CLSD,2022-05-30,SF,279900,300000.0,23 W. Point Ter,Simsbury,0.48,1582,1414,Ranch,6,3,1.5,1 Car/Attached Garage,1958,6,90,Brooke Team,9594370441,brooketeam@example.com,2022,2022-05,Monday
170477612,CLSD,2022-06-13,SF,220000,270000.0,20 Atwood Ln,East Hartford,0.31,1080,1080,Ranch,7,3,2.0, Car/Paved,1991,3,90,Brooke Team,9594370441,brooketeam@example.com,2022,2022-06,Monday
170478080,CLSD,2022-06-03,SF,289000,320000.0,26 Ashworth St,Manchester,0.26,1855,1855,Colonial,8,3,1.5,2 Car/Detached Garage,1915,3,90,Brooke Team,9594370441,brooketeam@example.com,2022,2022-06,Friday
170482209,CLSD,2022-10-03,SF,219900,232000.0,14 Bushy Hill Rd,Simsbury,0.28,1440,1040,Raised Ranch,6,3,1.5,2 Car/Attached Garage,1970,13,90,Brooke Team,9594370441,brooketeam@example.com,2022,2022-10,Monday
170486124,CLSD,2022-07-18,SF,299900,303000.0,5 Blue Orchard Dr,Middletown,0.2,1512,1512,Split Level,6,3,1.5,"1 Car/Attached Garage, Paved",1974,19,90,Brooke Team,9594370441,brooketeam@example.com,2022,2022-07,Monday
170488404,CLSD,2022-07-14,SF,350000,380000.0,27 Squadron Line Rd,Simsbury,0.84,2043,1663,Colonial,9,3,1.5,2 Car/Attached Garage,1959,4,90,Brooke Team,9594370441,brooketeam@example.com,2022,2022-07,Thursday
170500083,CLSD,2022-10-14,SF,269900,281000.0,102 Montowese St,Hartford,0.13,1539,1539,Colonial,9,3,1.5,1 Car/Detached Garage,1948,7,90,Brooke Team,9594370441,brooketeam@example.com,2022,2022-10,Friday
170500828,CLSD,2022-08-19,SF,209000,220000.0,45 Braeburn Ln,Middletown,0.06,1469,1000,Raised Ranch,6,3,2.0,2 Car/Attached Garage,1971,5,90,Brooke Team,9594370441,brooketeam@example.com,2022,2022-08,Friday
170504231,CLSD,2022-10-19,SF,263900,260000.0,16 Knollwood Rd,East Hartford,0.34,1650,1650,Colonial,6,3,1.5,2 Car/Attached Garage,1940,7,90,Brooke Team,9594370441,brooketeam@example.com,2022,2022-10,Wednesday
170504555,CLSD,2022-09-11,SF,284900,295000.0,235 Orchard Ave,Newington,0.17,1377,1377,Cape Cod,6,3,2.0," Car/Paved, Off Street Parking",1959,3,90,Brooke Team,9594370441,brooketeam@example.com,2022,2022-09,Sunday
170504980,CLSD,2022-09-23,SF,254900,260000.0,4 Green Hill St,Manchester,0.16,1523,1523,Colonial,6,3,1.5,"2 Car/Detached Garage, Paved, Off Street Parking",1921,14,90,Brooke Team,9594370441,brooketeam@example.com,2022,2022-09,Friday
170505913,CLSD,2022-10-05,SF,259900,290000.0,98 E. Robbins Ave,Newington,0.36,1331,1331,Ranch,7,3,1.5,2 Car/Detached Garage,1954,8,90,Brooke Team,9594370441,brooketeam@example.com,2022,2022-10,Wednesday
170511418,CLSD,2022-10-03,SF,349900,370000.0,96 E. Weatogue St,Simsbury,2.01,1987,1987,Cape Cod,7,3,1.5,"3 Car/Detached Garage, Barn",1767,4,90,Brooke Team,9594370441,brooketeam@example.com,2022,2022-10,Monday
170517342,CLSD,2022-11-16,SF,174900,190000.0,36 Banfield Ln,Bloomfield,0.27,1100,1100,Ranch,7,3,1.5," Car/Carport, Paved, Off Street Parking",1963,4,90,Brooke Team,9594370441,brooketeam@example.com,2022,2022-11,Wednesday
170519440,CLSD,2022-10-21,SF,264900,267000.0,100 Layton St,West Hartford,0.17,1584,1344,Cape Cod,6,3,1.5,1 Car/Detached Garage,1939,6,90,Brooke Team,9594370441,brooketeam@example.com,2022,2022-10,Friday
170524041,CLSD,2022-11-28,SF,375000,375000.0,122 Overbrook Rd,West Hartford,0.23,1697,1697,Cape Cod,9,3,2.0,"1 Car/Attached Garage, Off Street Parking",1940,35,90,Brooke Team,9594370441,brooketeam@example.com,2022,2022-11,Monday
170482978,CLSD,2022-09-19,SF,199900,200000.0,33 Walker Ln,Bloomfield,0.35,1400,1400,Saltbox,6,3,1.5," Car/Paved, Off Street Parking",1955,4,91,Belinda Sadiku,8604535794,belindasadiku@example.com,2022,2022-09,Monday
170470607,CLSD,2022-04-19,SF,249900,270000.0,46 Suffield St,Windsor Locks,0.17,1665,1665,Cape Cod,6,3,1.5,1 Car/Detached Garage,1951,4,92,Nancy B Reardon,9598962764,nancybreardon@example.com,2022,2022-04,Tuesday
170495130,CLSD,2022-06-21,SF,179900,207100.0,298 Tunxis Ave,Bloomfield,0.65,1881,1881,Ranch,6,3,1.5,2 Car/Attached Garage,1958,4,92,Nancy B Reardon,9598962764,nancybreardon@example.com,2022,2022-06,Tuesday
170506684,CLSD,2022-09-07,SF,334900,365000.0,4 Sunrise Ter,Simsbury,0.38,1657,1345,Ranch,7,3,2.0,2 Car/Attached Garage,1958,5,92,Nancy B Reardon,9598962764,nancybreardon@example.com,2022,2022-09,Wednesday
170534542,CLSD,2023-03-03,SF,249900,270500.0,143 Ford Rd,Windsor,0.26,1493,1221,Split Level,6,3,1.5,1 Car/Under House Garage,1955,3,92,Nancy B Reardon,9598962764,nancybreardon@example.com,2023,2023-03,Friday
170471259,CLSD,2022-07-15,SF,189000,210000.0,134 E. Harold St,Bloomfield,0.23,1211,1211,Ranch,7,3,1.5,1 Car/Attached Garage,1957,66,93,Derrick Robinson,9593394142,derrickrobinson@example.com,2022,2022-07,Friday
170505189,CLSD,2022-07-15,SF,180500,215000.0,8 Sandpiper Dr,Bloomfield,0.53,1748,1748,Ranch,5,3,2.0,2 Car/Attached Garage,1968,2,94,Jeannette Westwood,4754874532,jeannettewestwood@example.com,2022,2022-07,Friday
170518448,CLSD,2022-10-02,SF,295900,300000.0,166 McKee St,Manchester,0.69,1580,1580,Ranch,6,3,1.5,1 Car/Attached Garage,1962,7,94,Jeannette Westwood,4754874532,jeannettewestwood@example.com,2022,2022-10,Sunday
